"REF_DATE","GEO","DGUID","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-07","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.15","","","","2"
"2020-08","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.08","","","","2"
"2020-09","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","5.99","","","","2"
"2020-10","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","5.29","","","","2"
"2020-11","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","5.92","","","","2"
"2020-12","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.33","","","","2"
"2021-01","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","5.99","","","","2"
"2021-02","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","5.35","","","","2"
"2021-03","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.43","","","","2"
"2021-04","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.76","","","","2"
"2021-05","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.82","","","","2"
"2021-06","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.56","","","","2"
"2021-07","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.56","","","","2"
"2021-08","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","7.70","","","","2"
"2021-09","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","7.66","","","","2"
"2021-10","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.77","","","","2"
"2021-11","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.54","","","","2"
"2021-12","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","7.72","","","","2"
"2022-01","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","7.19","","","","2"
"2022-02","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.71","","","","2"
"2022-03","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","7.29","","","","2"
"2022-04","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","7.53","","","","2"
"2022-05","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","8.33","","","","2"
"2022-06","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","7.06","","","","2"
"2022-07","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","7.14","","","","2"
"2022-08","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","7.40","","","","2"
"2022-09","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","8.09","","","","2"
"2022-10","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.52","","","","2"
"2022-11","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.28","","","","2"
"2022-12","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","7.26","","","","2"
"2023-01","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","7.45","","","","2"
"2023-02","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.59","","","","2"
"2023-03","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.75","","","","2"
"2023-04","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.09","","","","2"
"2023-05","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.42","","","","2"
"2023-06","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","7.14","","","","2"
"2023-07","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","7.03","","","","2"
"2023-08","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.92","","","","2"
"2023-09","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","8.08","","","","2"
"2023-10","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.18","","","","2"
"2023-11","Quebec","2016A000224","Bacon, 500 grams","Dollars","81","units","0","v1159447144","5.10","6.06","","","","2"
"2018-01","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.54","","","","2"
"2018-02","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.91","","","","2"
"2018-03","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.59","","","","2"
"2018-04","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.57","","","","2"
"2018-05","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.90","","","","2"
"2018-06","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.72","","","","2"
"2018-07","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.74","","","","2"
"2018-08","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.54","","","","2"
"2018-09","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.61","","","","2"
"2018-10","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.85","","","","2"
"2018-11","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.94","","","","2"
"2018-12","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.60","","","","2"
"2019-01","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.63","","","","2"
"2019-02","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.03","","","","2"
"2019-03","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.70","","","","2"
"2019-04","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.15","","","","2"
"2019-05","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.80","","","","2"
"2019-06","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.92","","","","2"
"2019-07","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.70","","","","2"
"2019-08","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.66","","","","2"
"2019-09","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.63","","","","2"
"2019-10","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.11","","","","2"
"2019-11","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.74","","","","2"
"2019-12","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.69","","","","2"
"2020-01","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.72","","","","2"
"2020-02","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.07","","","","2"
"2020-03","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.95","","","","2"
"2020-04","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.11","","","","2"
"2020-05","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.90","","","","2"
"2020-06","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.94","","","","2"
"2020-07","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.96","","","","2"
"2020-08","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.78","","","","2"
"2020-09","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.83","","","","2"
"2020-10","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.11","","","","2"
"2020-11","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.05","","","","2"
"2020-12","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.31","","","","2"
"2021-01","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.22","","","","2"
"2021-02","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.33","","","","2"
"2021-03","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.52","","","","2"
"2021-04","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.51","","","","2"
"2021-05","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","2.83","","","","2"
"2021-06","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.01","","","","2"
"2021-07","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.11","","","","2"
"2021-08","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.37","","","","2"
"2021-09","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.00","","","","2"
"2021-10","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.60","","","","2"
"2021-11","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.59","","","","2"
"2021-12","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.37","","","","2"
"2022-01","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.13","","","","2"
"2022-02","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.35","","","","2"
"2022-03","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.42","","","","2"
"2022-04","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.59","","","","2"
"2022-05","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.08","","","","2"
"2022-06","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.28","","","","2"
"2022-07","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.27","","","","2"
"2022-08","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.30","","","","2"
"2022-09","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.09","","","","2"
"2022-10","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.69","","","","2"
"2022-11","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.56","","","","2"
"2022-12","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.57","","","","2"
"2023-01","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.07","","","","2"
"2023-02","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.48","","","","2"
"2023-03","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.31","","","","2"
"2023-04","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.52","","","","2"
"2023-05","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.26","","","","2"
"2023-06","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.12","","","","2"
"2023-07","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.34","","","","2"
"2023-08","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.39","","","","2"
"2023-09","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.39","","","","2"
"2023-10","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.35","","","","2"
"2023-11","Quebec","2016A000224","Wieners, 400 grams","Dollars","81","units","0","v1159447145","5.11","3.38","","","","2"
"2018-01","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","21.22","","","","2"
"2018-02","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","20.81","","","","2"
"2018-03","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","21.67","","","","2"
"2018-04","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","21.27","","","","2"
"2018-05","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","22.93","","","","2"
"2018-06","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","23.50","","","","2"
"2018-07","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","22.55","","","","2"
"2018-08","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","24.06","","","","2"
"2018-09","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","22.01","","","","2"
"2018-10","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","21.86","","","","2"
"2018-11","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","24.01","","","","2"
"2018-12","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","20.55","","","","2"
"2019-01","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","24.82","","","","2"
"2019-02","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","23.05","","","","2"
"2019-03","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","25.57","","","","2"
"2019-04","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","21.07","","","","2"
"2019-05","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","26.48","","","","2"
"2019-06","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","22.68","","","","2"
"2019-07","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","24.17","","","","2"
"2019-08","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","23.21","","","","2"
"2019-09","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","25.85","","","","2"
"2019-10","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","21.02","","","","2"
"2019-11","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","25.97","","","","2"
"2019-12","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","20.64","","","","2"
"2020-01","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","24.53","","","","2"
"2020-02","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","22.99","","","","2"
"2020-03","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","25.29","","","","2"
"2020-04","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","23.32","","","","2"
"2020-05","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","24.89","","","","2"
"2020-06","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","21.25","","","","2"
"2020-07","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","22.23","","","","2"
"2020-08","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","21.05","","","","2"
"2020-09","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","19.12","","","","2"
"2020-10","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","19.03","","","","2"
"2020-11","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","18.70","","","","2"
"2020-12","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","18.32","","","","2"
"2021-01","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","20.56","","","","2"
"2021-02","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","23.02","","","","2"
"2021-03","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","20.86","","","","2"
"2021-04","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","23.26","","","","2"
"2021-05","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","21.51","","","","2"
"2021-06","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","24.47","","","","2"
"2021-07","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","23.63","","","","2"
"2021-08","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","26.43","","","","2"
"2021-09","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","22.17","","","","2"
"2021-10","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","21.00","","","","2"
"2021-11","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","22.06","","","","2"
"2021-12","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","21.47","","","","2"
"2022-01","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","27.16","","","","2"
"2022-02","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","27.77","","","","2"
"2022-03","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","29.12","","","","2"
"2022-04","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","25.31","","","","2"
"2022-05","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","30.99","","","","2"
"2022-06","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","27.39","","","","2"
"2022-07","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","25.11","","","","2"
"2022-08","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","26.44","","","","2"
"2022-09","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","24.30","","","","2"
"2022-10","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","19.94","","","","2"
"2022-11","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","23.49","","","","2"
"2022-12","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","22.92","","","","2"
"2023-01","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","29.64","","","","2"
"2023-02","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","28.34","","","","2"
"2023-03","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","30.70","","","","2"
"2023-04","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","29.13","","","","2"
"2023-05","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","31.81","","","","2"
"2023-06","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","25.87","","","","2"
"2023-07","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","24.42","","","","2"
"2023-08","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","26.47","","","","2"
"2023-09","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","27.49","","","","2"
"2023-10","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","26.88","","","","2"
"2023-11","Quebec","2016A000224","Salmon, per kilogram","Dollars","81","units","0","v1458870094","5.78","22.35","","","","2"
"2018-01","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","6.80","","","","2"
"2018-02","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.12","","","","2"
"2018-03","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","6.71","","","","2"
"2018-04","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","6.72","","","","2"
"2018-05","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.42","","","","2"
"2018-06","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.27","","","","2"
"2018-07","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.97","","","","2"
"2018-08","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.59","","","","2"
"2018-09","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.93","","","","2"
"2018-10","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.56","","","","2"
"2018-11","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.66","","","","2"
"2018-12","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","6.99","","","","2"
"2019-01","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.12","","","","2"
"2019-02","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.03","","","","2"
"2019-03","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","6.80","","","","2"
"2019-04","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","6.85","","","","2"
"2019-05","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.30","","","","2"
"2019-06","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.43","","","","2"
"2019-07","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.26","","","","2"
"2019-08","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.22","","","","2"
"2019-09","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","6.92","","","","2"
"2019-10","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.02","","","","2"
"2019-11","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","6.99","","","","2"
"2019-12","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.09","","","","2"
"2020-01","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.21","","","","2"
"2020-02","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","6.79","","","","2"
"2020-03","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.41","","","","2"
"2020-04","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.16","","","","2"
"2020-05","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.00","","","","2"
"2020-06","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.37","","","","2"
"2020-07","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","6.94","","","","2"
"2020-08","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.47","","","","2"
"2020-09","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.13","","","","2"
"2020-10","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.47","","","","2"
"2020-11","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.54","","","","2"
"2020-12","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","8.41","","","","2"
"2021-01","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.22","","","","2"
"2021-02","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.66","","","","2"
"2021-03","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.18","","","","2"
"2021-04","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","8.01","","","","2"
"2021-05","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","8.20","","","","2"
"2021-06","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.98","","","","2"
"2021-07","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","8.06","","","","2"
"2021-08","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.98","","","","2"
"2021-09","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.60","","","","2"
"2021-10","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","8.01","","","","2"
"2021-11","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.75","","","","2"
"2021-12","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.99","","","","2"
"2022-01","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.80","","","","2"
"2022-02","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.71","","","","2"
"2022-03","Quebec","2016A000224","Shrimp, 300 grams","Dollars","81","units","0","v1458870096","5.79","7.47","","","","2"
